,session,term,classification1,classification2,filter,tab,"E(A,N)","E(P,N)","E(P,A)","J(A,N)","J(P,N)","J(P,A)","S(A,N)","S(P,N)","S(P,A)"
2446,r_050_p,Marun,Politician,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997827,0.9997827,0.99977773
2447,r_050_p,Marun,Politician,Informative,until_2019-03-22,people_tab,0,0,0,1.0,1.0,1.0,0.9996312,0.9996312,0.99962276
2448,r_050_p,Marun,Politician,Informative,until_2019-03-22,photos_tab,10,10,0,0.42857142857142855,0.42857142857142855,1.0,0.085801035,0.085801035,0.9997951
2449,r_050_p,Marun,Politician,Informative,until_2019-03-22,videos_tab,8,8,0,0.25,0.25,1.0,0.21037419,0.21037419,0.99972147
2450,r_050_p,Marun,Politician,Informative,since_2019-03-22-until_2019-03-24,top_tab,9,9,0,0.5384615384615384,0.5384615384615384,1.0,0.25049958,0.25049958,0.99970794
2451,r_050_p,Marun,Politician,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99968386,0.99968386,0.99967664
2452,r_050_p,Marun,Politician,Informative,since_2019-03-22-until_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.9996312,0.9996312,0.99962276
2454,r_050_p,Marun,Politician,Informative,since_2019-03-22-until_2019-03-24,videos_tab,6,6,0,0.5384615384615384,0.5384615384615384,1.0,0.3363616,0.3363616,0.9997098
2455,r_050_p,Marun,Politician,Informative,since_2019-03-24,top_tab,9,9,0,0.17647058823529413,0.17647058823529413,1.0,0.1833594,0.1833594,0.9998198
2456,r_050_p,Marun,Politician,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997576,0.9997576,0.99975204
2457,r_050_p,Marun,Politician,Informative,since_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.9996312,0.9996312,0.99962276
2458,r_050_p,Marun,Politician,Informative,since_2019-03-24,photos_tab,10,10,0,0.3333333333333333,0.3333333333333333,1.0,0.17320333,0.17320333,0.99980444
2459,r_050_p,Marun,Politician,Informative,since_2019-03-24,videos_tab,7,8,6,0.42857142857142855,0.25,0.42857142857142855,0.38809854,0.28252667,0.3941446
2460,r_050_p,PMDB,Party,Informative,,top_tab,9,9,0,0.5384615384615384,0.5384615384615384,1.0,0.16253974,0.16253974,0.9997223
2461,r_050_p,PMDB,Party,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99971807,0.99971807,0.9997116
2462,r_050_p,PMDB,Party,Informative,,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2463,r_050_p,PMDB,Party,Informative,,photos_tab,9,9,5,0.5384615384615384,0.42857142857142855,0.8181818181818182,0.23095214,0.18412818,0.57502776
2464,r_050_p,PMDB,Party,Informative,,videos_tab,9,6,5,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.30705968,0.49417412,0.63433886
2465,r_050_p,PMDB,Party,Informative,until_2019-03-22,top_tab,9,9,0,0.3333333333333333,0.3333333333333333,1.0,0.32306218,0.32306218,0.99979115
2466,r_050_p,PMDB,Party,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997317,0.9997317,0.9997256
2467,r_050_p,PMDB,Party,Informative,until_2019-03-22,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2468,r_050_p,PMDB,Party,Informative,until_2019-03-22,photos_tab,10,10,0,0.3333333333333333,0.3333333333333333,1.0,0.12953508,0.12953508,0.9997406
2469,r_050_p,PMDB,Party,Informative,until_2019-03-22,videos_tab,8,8,0,0.42857142857142855,0.42857142857142855,1.0,0.28299135,0.28299135,0.999784
2470,r_050_p,PMDB,Party,Informative,since_2019-03-22-until_2019-03-24,top_tab,9,9,0,0.3333333333333333,0.3333333333333333,1.0,0.23198007,0.23198007,0.99984574
2471,r_050_p,PMDB,Party,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99976075,0.99976075,0.99975526
2472,r_050_p,PMDB,Party,Informative,since_2019-03-22-until_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2473,r_050_p,PMDB,Party,Informative,since_2019-03-22-until_2019-03-24,photos_tab,8,8,0,0.3333333333333333,0.3333333333333333,1.0,0.3818735,0.3818735,0.99974406
2475,r_050_p,PMDB,Party,Informative,since_2019-03-24,top_tab,8,8,0,0.5384615384615384,0.5384615384615384,1.0,0.26516354,0.26516354,0.99969035
2477,r_050_p,PMDB,Party,Informative,since_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2478,r_050_p,PMDB,Party,Informative,since_2019-03-24,photos_tab,9,9,0,0.3333333333333333,0.3333333333333333,1.0,0.2254432,0.2254432,0.99974453
2479,r_050_p,PMDB,Party,Informative,since_2019-03-24,videos_tab,10,10,0,0.6666666666666666,0.6666666666666666,1.0,0.20187525,0.20187525,0.999822
2480,r_050_p,Moreira Franco,Politician,Informative,,top_tab,10,10,0,0.1111111111111111,0.1111111111111111,1.0,0.13396749,0.13396749,0.9997188
2481,r_050_p,Moreira Franco,Politician,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997092,0.9997092,0.9997025
2482,r_050_p,Moreira Franco,Politician,Informative,,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2483,r_050_p,Moreira Franco,Politician,Informative,,photos_tab,9,9,0,0.17647058823529413,0.17647058823529413,1.0,0.3074336,0.3074336,0.9998611
2484,r_050_p,Moreira Franco,Politician,Informative,,videos_tab,10,10,0,0.1111111111111111,0.1111111111111111,1.0,0.2820312,0.2820312,0.9996975
2485,r_050_p,Moreira Franco,Politician,Informative,until_2019-03-22,top_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.302445,0.302445,0.9997355
2486,r_050_p,Moreira Franco,Politician,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997141,0.9997141,0.9997075
2487,r_050_p,Moreira Franco,Politician,Informative,until_2019-03-22,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2488,r_050_p,Moreira Franco,Politician,Informative,until_2019-03-22,photos_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.23589507,0.23589507,0.99971294
2489,r_050_p,Moreira Franco,Politician,Informative,until_2019-03-22,videos_tab,10,10,0,0.0,0.0,1.0,0.25618643,0.25618643,0.99971235
2490,r_050_p,Moreira Franco,Politician,Informative,since_2019-03-22-until_2019-03-24,top_tab,10,10,0,0.3333333333333333,0.3333333333333333,1.0,0.26511362,0.26511362,0.99972665
2491,r_050_p,Moreira Franco,Politician,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997179,0.9997179,0.99971145
2493,r_050_p,Moreira Franco,Politician,Informative,since_2019-03-22-until_2019-03-24,photos_tab,10,10,0,0.3333333333333333,0.3333333333333333,1.0,0.35158637,0.35158637,0.9998005
2494,r_050_p,Moreira Franco,Politician,Informative,since_2019-03-22-until_2019-03-24,videos_tab,10,10,0,0.25,0.25,1.0,0.2822483,0.2822483,0.9997075
2495,r_050_p,Moreira Franco,Politician,Informative,since_2019-03-24,top_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.13539506,0.13539506,0.9997415
2496,r_050_p,Moreira Franco,Politician,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997092,0.9997092,0.9997025
2497,r_050_p,Moreira Franco,Politician,Informative,since_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2499,r_050_p,Moreira Franco,Politician,Informative,since_2019-03-24,videos_tab,10,10,0,0.3333333333333333,0.3333333333333333,1.0,0.2570887,0.2570887,0.9997223
2500,r_050_p,Pezao,Politician,Informative,,top_tab,10,10,0,0.1111111111111111,0.1111111111111111,1.0,0.08674362,0.08674362,0.99974185
2501,r_050_p,Pezao,Politician,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997285,0.9997285,0.9997223
2502,r_050_p,Pezao,Politician,Informative,,people_tab,0,0,0,1.0,1.0,1.0,0.99996847,0.99996847,0.99996775
2504,r_050_p,Pezao,Politician,Informative,,videos_tab,9,9,5,0.5384615384615384,0.3333333333333333,0.5384615384615384,0.14639118,0.13248533,0.54162556
2505,r_050_p,Pezao,Politician,Informative,until_2019-03-22,top_tab,8,8,0,0.25,0.25,1.0,0.36464214,0.36464214,0.9997818
2506,r_050_p,Pezao,Politician,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997495,0.9997495,0.99974376
2507,r_050_p,Pezao,Politician,Informative,until_2019-03-22,people_tab,0,0,0,1.0,1.0,1.0,0.99996847,0.99996847,0.99996775
2508,r_050_p,Pezao,Politician,Informative,until_2019-03-22,photos_tab,10,10,0,0.25,0.25,1.0,0.12200156,0.12200156,0.99965817
2509,r_050_p,Pezao,Politician,Informative,until_2019-03-22,videos_tab,9,9,0,0.3333333333333333,0.3333333333333333,1.0,0.16272092,0.16272092,0.9997386
2510,r_050_p,Pezao,Politician,Informative,since_2019-03-22-until_2019-03-24,top_tab,10,10,0,0.05263157894736842,0.05263157894736842,1.0,0.081656724,0.081656724,0.99973965
2511,r_050_p,Pezao,Politician,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99973553,0.99973553,0.99972945
2512,r_050_p,Pezao,Politician,Informative,since_2019-03-22-until_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.99996847,0.99996847,0.99996775
2513,r_050_p,Pezao,Politician,Informative,since_2019-03-22-until_2019-03-24,photos_tab,9,9,0,0.42857142857142855,0.42857142857142855,1.0,0.0854094,0.0854094,0.99972486
2515,r_050_p,Pezao,Politician,Informative,since_2019-03-24,top_tab,9,9,0,0.05263157894736842,0.05263157894736842,1.0,0.17252503,0.17252503,0.99971926
2516,r_050_p,Pezao,Politician,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997285,0.9997285,0.9997223
2517,r_050_p,Pezao,Politician,Informative,since_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.99996847,0.99996847,0.99996775
2518,r_050_p,Pezao,Politician,Informative,since_2019-03-24,photos_tab,10,10,0,0.05263157894736842,0.05263157894736842,1.0,0.09528124,0.09528124,0.9996647
2519,r_050_p,Pezao,Politician,Informative,since_2019-03-24,videos_tab,9,9,4,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.13248533,0.13337484,0.54068923
2520,r_050_p,Bretas,Politician,Informative,,top_tab,10,10,0,0.1111111111111111,0.1111111111111111,1.0,0.03465888,0.03465888,0.99983305
2521,r_050_p,Bretas,Politician,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997321,0.9997321,0.99972594
2522,r_050_p,Bretas,Politician,Informative,,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2523,r_050_p,Bretas,Politician,Informative,,photos_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.02952978,0.02952978,0.99970335
2525,r_050_p,Bretas,Politician,Informative,until_2019-03-22,top_tab,8,8,0,0.42857142857142855,0.42857142857142855,1.0,0.31588805,0.31588805,0.9997715
2526,r_050_p,Bretas,Politician,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99977374,0.99977374,0.99976856
2527,r_050_p,Bretas,Politician,Informative,until_2019-03-22,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2528,r_050_p,Bretas,Politician,Informative,until_2019-03-22,photos_tab,9,9,0,0.3333333333333333,0.3333333333333333,1.0,0.16656162,0.16656162,0.99971616
2529,r_050_p,Bretas,Politician,Informative,until_2019-03-22,videos_tab,9,9,0,0.42857142857142855,0.42857142857142855,1.0,0.22959328,0.22959328,0.9998325
2530,r_050_p,Bretas,Politician,Informative,since_2019-03-22-until_2019-03-24,top_tab,8,8,0,0.6666666666666666,0.6666666666666666,1.0,0.23496285,0.23496285,0.99976325
2532,r_050_p,Bretas,Politician,Informative,since_2019-03-22-until_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2533,r_050_p,Bretas,Politician,Informative,since_2019-03-22-until_2019-03-24,photos_tab,8,8,0,0.5384615384615384,0.5384615384615384,1.0,0.23421799,0.23421799,0.99976856
2534,r_050_p,Bretas,Politician,Informative,since_2019-03-22-until_2019-03-24,videos_tab,8,8,0,0.42857142857142855,0.42857142857142855,1.0,0.16558102,0.16558102,0.9998198
2535,r_050_p,Bretas,Politician,Informative,since_2019-03-24,top_tab,10,10,0,0.05263157894736842,0.05263157894736842,1.0,0.0119901,0.0119901,0.9997818
2536,r_050_p,Bretas,Politician,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99971217,0.99971217,0.99970555
2537,r_050_p,Bretas,Politician,Informative,since_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2538,r_050_p,Bretas,Politician,Informative,since_2019-03-24,photos_tab,9,9,0,0.17647058823529413,0.17647058823529413,1.0,0.023688227,0.023688227,0.99970335
2539,r_050_p,Bretas,Politician,Informative,since_2019-03-24,videos_tab,8,8,4,0.5384615384615384,0.5384615384615384,1.0,0.24849501,0.23920467,0.5330957
2540,r_050_p,Coronel Lima,Politician,Informative,,top_tab,9,9,2,0.6666666666666666,0.6666666666666666,1.0,0.14952087,0.13793793,0.8182703
2541,r_050_p,Coronel Lima,Politician,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997285,0.9997285,0.9997223
2542,r_050_p,Coronel Lima,Politician,Informative,,people_tab,0,0,0,1.0,1.0,1.0,0.9999448,0.9999448,0.9999435
2543,r_050_p,Coronel Lima,Politician,Informative,,photos_tab,10,10,3,0.17647058823529413,0.1111111111111111,0.8181818181818182,0.1840375,0.20487583,0.8089292
2544,r_050_p,Coronel Lima,Politician,Informative,,videos_tab,9,9,0,0.17647058823529413,0.17647058823529413,1.0,0.27922696,0.27922696,0.99975216
2545,r_050_p,Coronel Lima,Politician,Informative,until_2019-03-22,top_tab,9,9,0,0.17647058823529413,0.17647058823529413,1.0,0.28033462,0.28033462,0.99972945
2546,r_050_p,Coronel Lima,Politician,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99974644,0.99974644,0.9997406
2548,r_050_p,Coronel Lima,Politician,Informative,until_2019-03-22,photos_tab,8,8,0,0.25,0.25,1.0,0.39082643,0.39082643,0.99981904
2549,r_050_p,Coronel Lima,Politician,Informative,until_2019-03-22,videos_tab,9,9,0,0.3333333333333333,0.3333333333333333,1.0,0.1916344,0.1916344,0.9997375
2550,r_050_p,Coronel Lima,Politician,Informative,since_2019-03-22-until_2019-03-24,top_tab,10,10,0,0.05263157894736842,0.05263157894736842,1.0,0.21953239,0.21953239,0.99974203
2551,r_050_p,Coronel Lima,Politician,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99970603,0.99970603,0.9996993
2553,r_050_p,Coronel Lima,Politician,Informative,since_2019-03-22-until_2019-03-24,photos_tab,10,10,0,0.25,0.25,1.0,0.20563687,0.20563687,0.9998005
2555,r_050_p,Coronel Lima,Politician,Informative,since_2019-03-24,top_tab,8,8,0,0.6666666666666666,0.6666666666666666,1.0,0.10210493,0.10210493,0.9997283
2556,r_050_p,Coronel Lima,Politician,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997285,0.9997285,0.9997223
2557,r_050_p,Coronel Lima,Politician,Informative,since_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.9999448,0.9999448,0.9999435
2558,r_050_p,Coronel Lima,Politician,Informative,since_2019-03-24,photos_tab,10,10,4,0.1111111111111111,0.1111111111111111,1.0,0.19434841,0.19547538,0.6665013
2559,r_050_p,Coronel Lima,Politician,Informative,since_2019-03-24,videos_tab,9,9,3,0.1111111111111111,0.1111111111111111,0.8181818181818182,0.25426954,0.24040276,0.7622353
2560,r_050_p,Aecio,Politician,Informative,,top_tab,10,10,8,0.0,0.17647058823529413,0.5384615384615384,0.023800105,0.049598873,0.21825454
2562,r_050_p,Aecio,Politician,Informative,,people_tab,0,0,0,1.0,1.0,1.0,0.99995536,0.99995536,0.99995434
2563,r_050_p,Aecio,Politician,Informative,,photos_tab,10,9,9,0.17647058823529413,0.25,0.6666666666666666,0.03448236,0.12312941,0.13467579
2564,r_050_p,Aecio,Politician,Informative,,videos_tab,9,9,7,0.25,0.25,0.6666666666666666,0.1174766,0.111326545,0.29653442
2565,r_050_p,Aecio,Politician,Informative,until_2019-03-22,top_tab,10,10,0,0.1111111111111111,0.1111111111111111,1.0,0.17492084,0.17492084,0.99969554
2566,r_050_p,Aecio,Politician,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99976134,0.99976134,0.9997559
2567,r_050_p,Aecio,Politician,Informative,until_2019-03-22,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2568,r_050_p,Aecio,Politician,Informative,until_2019-03-22,photos_tab,9,9,0,0.25,0.25,1.0,0.26378953,0.26378953,0.99987435
2569,r_050_p,Aecio,Politician,Informative,until_2019-03-22,videos_tab,9,9,0,0.25,0.25,1.0,0.27860722,0.27860722,0.9997827
2570,r_050_p,Aecio,Politician,Informative,since_2019-03-22-until_2019-03-24,top_tab,10,10,0,0.05263157894736842,0.05263157894736842,1.0,0.17163742,0.17163742,0.99966455
2571,r_050_p,Aecio,Politician,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997426,0.9997426,0.9997367
2572,r_050_p,Aecio,Politician,Informative,since_2019-03-22-until_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2573,r_050_p,Aecio,Politician,Informative,since_2019-03-22-until_2019-03-24,photos_tab,8,8,0,0.5384615384615384,0.5384615384615384,1.0,0.3419922,0.3419922,0.99975824
2574,r_050_p,Aecio,Politician,Informative,since_2019-03-22-until_2019-03-24,videos_tab,10,10,5,0.17647058823529413,0.17647058823529413,0.42857142857142855,0.13566458,0.19326948,0.571882
2575,r_050_p,Aecio,Politician,Informative,since_2019-03-24,top_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.06296301,0.06296301,0.99977714
2576,r_050_p,Aecio,Politician,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99975705,0.99975705,0.9997515
2577,r_050_p,Aecio,Politician,Informative,since_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0
2578,r_050_p,Aecio,Politician,Informative,since_2019-03-24,photos_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.06620529,0.06620529,0.9997512
2579,r_050_p,Aecio,Politician,Informative,since_2019-03-24,videos_tab,9,9,0,0.17647058823529413,0.17647058823529413,1.0,0.11576192,0.11576192,0.99981236
2580,r_050_p,Eduardo Cunha,Politician,Informative,,top_tab,9,8,6,0.17647058823529413,0.17647058823529413,0.8181818181818182,0.18332554,0.28650346,0.41827053
2581,r_050_p,Eduardo Cunha,Politician,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99976134,0.99976134,0.9997559
2582,r_050_p,Eduardo Cunha,Politician,Informative,,people_tab,0,0,0,1.0,1.0,1.0,0.99989337,0.99989337,0.9998909
2583,r_050_p,Eduardo Cunha,Politician,Informative,,photos_tab,10,10,3,0.5384615384615384,0.42857142857142855,0.6666666666666666,0.15136404,0.11655179,0.23079194
2584,r_050_p,Eduardo Cunha,Politician,Informative,,videos_tab,8,8,3,0.17647058823529413,0.17647058823529413,1.0,0.3271501,0.3530688,0.7503835
2585,r_050_p,Eduardo Cunha,Politician,Informative,until_2019-03-22,top_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.19205573,0.19205573,0.99976635
2586,r_050_p,Eduardo Cunha,Politician,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99973226,0.99973226,0.9997261
2588,r_050_p,Eduardo Cunha,Politician,Informative,until_2019-03-22,photos_tab,9,9,0,0.3333333333333333,0.3333333333333333,1.0,0.31533152,0.31533152,0.99972147
2589,r_050_p,Eduardo Cunha,Politician,Informative,until_2019-03-22,videos_tab,10,10,0,0.25,0.25,1.0,0.18826275,0.18826275,0.9996925
2590,r_050_p,Eduardo Cunha,Politician,Informative,since_2019-03-22-until_2019-03-24,top_tab,9,9,0,0.6666666666666666,0.6666666666666666,1.0,0.23729452,0.23729452,0.9997355
2591,r_050_p,Eduardo Cunha,Politician,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99973553,0.99973553,0.99972945
2592,r_050_p,Eduardo Cunha,Politician,Informative,since_2019-03-22-until_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.99993753,0.99993753,0.9999361
2593,r_050_p,Eduardo Cunha,Politician,Informative,since_2019-03-22-until_2019-03-24,photos_tab,6,6,0,0.42857142857142855,0.42857142857142855,1.0,0.30418286,0.30418286,0.99970275
2595,r_050_p,Eduardo Cunha,Politician,Informative,since_2019-03-24,top_tab,9,8,6,0.17647058823529413,0.17647058823529413,0.8181818181818182,0.173081,0.2799819,0.43509102
2596,r_050_p,Eduardo Cunha,Politician,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997867,0.9997867,0.9997818
2597,r_050_p,Eduardo Cunha,Politician,Informative,since_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.99993753,0.99993753,0.9999361
2598,r_050_p,Eduardo Cunha,Politician,Informative,since_2019-03-24,photos_tab,8,10,4,0.5384615384615384,0.5384615384615384,0.8181818181818182,0.1495769,0.117392585,0.24799609
2599,r_050_p,Eduardo Cunha,Politician,Informative,since_2019-03-24,videos_tab,8,8,3,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.3564537,0.32262993,0.7766906
2600,r_050_p,Freixo e Paulo Teixeira,Politician,Informative,,top_tab,9,8,4,0.25,0.25,1.0,0.38378164,0.43022862,0.7234665
2601,r_050_p,Freixo e Paulo Teixeira,Politician,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99972814,0.99972814,0.9997219
2603,r_050_p,Freixo e Paulo Teixeira,Politician,Informative,,photos_tab,9,10,3,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.3107197,0.23724306,0.76466304
2605,r_050_p,Freixo e Paulo Teixeira,Politician,Informative,until_2019-03-22,top_tab,8,8,0,0.42857142857142855,0.42857142857142855,1.0,0.52547485,0.52547485,0.9997347
2606,r_050_p,Freixo e Paulo Teixeira,Politician,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99968505,0.99968505,0.99967784
2608,r_050_p,Freixo e Paulo Teixeira,Politician,Informative,until_2019-03-22,photos_tab,8,8,0,0.5384615384615384,0.5384615384615384,1.0,0.3731905,0.3731905,0.9997986
2610,r_050_p,Freixo e Paulo Teixeira,Politician,Informative,since_2019-03-22-until_2019-03-24,top_tab,9,9,0,0.5384615384615384,0.5384615384615384,1.0,0.2959386,0.2959386,0.9997452
2611,r_050_p,Freixo e Paulo Teixeira,Politician,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9998432,0.9998432,0.9998396
2615,r_050_p,Freixo e Paulo Teixeira,Politician,Informative,since_2019-03-24,top_tab,9,9,2,0.42857142857142855,0.5384615384615384,0.8181818181818182,0.31098005,0.2920543,0.8351957
2616,r_050_p,Freixo e Paulo Teixeira,Politician,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99972814,0.99972814,0.9997219
2618,r_050_p,Freixo e Paulo Teixeira,Politician,Informative,since_2019-03-24,photos_tab,6,7,2,0.5384615384615384,0.42857142857142855,0.8181818181818182,0.3654905,0.351609,0.4935103
2620,r_050_p,Sarney,Politician,Informative,,top_tab,10,10,0,0.25,0.25,1.0,0.06366834,0.06366834,0.9997584
2621,r_050_p,Sarney,Politician,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9996526,0.9996526,0.99964464
2622,r_050_p,Sarney,Politician,Informative,,people_tab,0,0,0,1.0,1.0,1.0,0.9998045,0.9998045,0.9998
2623,r_050_p,Sarney,Politician,Informative,,photos_tab,8,8,0,0.5384615384615384,0.5384615384615384,1.0,0.0546799,0.0546799,0.99968755
2624,r_050_p,Sarney,Politician,Informative,,videos_tab,8,8,0,0.6666666666666666,0.6666666666666666,1.0,0.16794033,0.16794033,0.99971294
2625,r_050_p,Sarney,Politician,Informative,until_2019-03-22,top_tab,6,6,0,0.8181818181818182,0.8181818181818182,1.0,0.42626163,0.42626163,0.99972945
2626,r_050_p,Sarney,Politician,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99967897,0.99967897,0.99967164
2627,r_050_p,Sarney,Politician,Informative,until_2019-03-22,people_tab,0,0,0,1.0,1.0,1.0,0.9998045,0.9998045,0.9998
2628,r_050_p,Sarney,Politician,Informative,until_2019-03-22,photos_tab,9,9,0,0.6666666666666666,0.6666666666666666,1.0,0.16747892,0.16747892,0.9997395
2629,r_050_p,Sarney,Politician,Informative,until_2019-03-22,videos_tab,8,8,0,0.25,0.25,1.0,0.32789856,0.32789856,0.9997355
2630,r_050_p,Sarney,Politician,Informative,since_2019-03-22-until_2019-03-24,top_tab,8,8,0,0.3333333333333333,0.3333333333333333,1.0,0.31376952,0.31376952,0.999757
2631,r_050_p,Sarney,Politician,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99976534,0.99976534,0.99976
2632,r_050_p,Sarney,Politician,Informative,since_2019-03-22-until_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.9998045,0.9998045,0.9998
2633,r_050_p,Sarney,Politician,Informative,since_2019-03-22-until_2019-03-24,photos_tab,10,10,0,0.25,0.25,1.0,0.18297487,0.18297487,0.9996987
2635,r_050_p,Sarney,Politician,Informative,since_2019-03-24,top_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.04031536,0.04031536,0.9997039
2636,r_050_p,Sarney,Politician,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9996526,0.9996526,0.99964464
2637,r_050_p,Sarney,Politician,Informative,since_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.9998045,0.9998045,0.9998
2638,r_050_p,Sarney,Politician,Informative,since_2019-03-24,photos_tab,8,8,0,0.5384615384615384,0.5384615384615384,1.0,0.13931328,0.13931328,0.99969774
2639,r_050_p,Sarney,Politician,Informative,since_2019-03-24,videos_tab,9,7,5,0.6666666666666666,0.8181818181818182,0.8181818181818182,0.20112507,0.08871892,0.70677125
2640,r_050_p,Temer,Politician,Informative,,top_tab,8,8,0,0.42857142857142855,0.42857142857142855,1.0,0.13260075,0.13260075,0.9997674
2641,r_050_p,Temer,Politician,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9998131,0.9998131,0.9998088
2642,r_050_p,Temer,Politician,Informative,,people_tab,0,0,0,1.0,1.0,1.0,0.99996847,0.99996847,0.99996775
2643,r_050_p,Temer,Politician,Informative,,photos_tab,8,8,0,0.3333333333333333,0.3333333333333333,1.0,0.21654189,0.21654189,0.99973965
2644,r_050_p,Temer,Politician,Informative,,videos_tab,8,8,0,0.25,0.25,1.0,0.30144754,0.30144754,0.9996915
2645,r_050_p,Temer,Politician,Informative,until_2019-03-22,top_tab,9,9,0,0.25,0.25,1.0,0.28058296,0.28058296,0.99980444
