,session,term,classification1,classification2,filter,tab,"E(A,N)","E(P,N)","E(P,A)","J(A,N)","J(P,N)","J(P,A)","S(A,N)","S(P,N)","S(P,A)"
0,r_010_p,Articulacao,Issues,Informative,,top_tab,10,10,6,0.17647058823529413,0.17647058823529413,0.6666666666666666,0.062111676,0.062426835,0.45392305
1,r_010_p,Articulacao,Issues,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99982923,0.99982923,0.99982536
2,r_010_p,Articulacao,Issues,Informative,,people_tab,0,0,0,1.0,1.0,1.0,0.99963814,0.99963814,0.99962986
3,r_010_p,Articulacao,Issues,Informative,,photos_tab,10,10,0,0.0,0.0,1.0,0.067786455,0.067786455,0.999776
4,r_010_p,Articulacao,Issues,Informative,,videos_tab,8,8,0,0.42857142857142855,0.42857142857142855,1.0,0.11044912,0.11044912,0.9997213
5,r_010_p,Articulacao,Issues,Informative,until_2019-03-22,top_tab,10,10,0,0.1111111111111111,0.1111111111111111,1.0,0.13497551,0.13497551,0.9997509
6,r_010_p,Articulacao,Issues,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9998368,0.9998368,0.99983305
7,r_010_p,Articulacao,Issues,Informative,until_2019-03-22,people_tab,0,0,0,1.0,1.0,1.0,0.99963814,0.99963814,0.99962986
8,r_010_p,Articulacao,Issues,Informative,until_2019-03-22,photos_tab,10,10,0,0.05263157894736842,0.05263157894736842,1.0,0.08418313,0.08418313,0.9998005
9,r_010_p,Articulacao,Issues,Informative,until_2019-03-22,videos_tab,10,10,0,0.25,0.25,1.0,0.11505054,0.11505054,0.9996771
10,r_010_p,Articulacao,Issues,Informative,since_2019-03-22-until_2019-03-24,top_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.09700045,0.09700045,0.9996947
11,r_010_p,Articulacao,Issues,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997769,0.9997769,0.99977183
12,r_010_p,Articulacao,Issues,Informative,since_2019-03-22-until_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.99963814,0.99963814,0.99962986
13,r_010_p,Articulacao,Issues,Informative,since_2019-03-22-until_2019-03-24,photos_tab,10,10,0,0.0,0.0,1.0,0.15821259,0.15821259,0.9997673
14,r_010_p,Articulacao,Issues,Informative,since_2019-03-22-until_2019-03-24,videos_tab,7,7,0,1.0,1.0,1.0,0.4014094,0.4014094,0.99979645
15,r_010_p,Articulacao,Issues,Informative,since_2019-03-24,top_tab,10,10,0,0.0,0.0,1.0,0.06460422,0.06460422,0.9996922
16,r_010_p,Articulacao,Issues,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99982923,0.99982923,0.99982536
17,r_010_p,Articulacao,Issues,Informative,since_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.99963814,0.99963814,0.99962986
18,r_010_p,Articulacao,Issues,Informative,since_2019-03-24,photos_tab,10,10,0,0.0,0.0,1.0,0.052339405,0.052339405,0.9997308
19,r_010_p,Articulacao,Issues,Informative,since_2019-03-24,videos_tab,8,8,0,0.42857142857142855,0.42857142857142855,1.0,0.13735226,0.13735226,0.9996821
20,r_010_p,#OuReformaOuQuebra,Issues,Opinion,,top_tab,10,10,0,0.25,0.25,1.0,0.18820994,0.18820994,0.99971473
21,r_010_p,#OuReformaOuQuebra,Issues,Opinion,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99982184,0.99982184,0.9998178
23,r_010_p,#OuReformaOuQuebra,Issues,Opinion,,photos_tab,10,10,0,0.3333333333333333,0.3333333333333333,1.0,0.27757233,0.27757233,0.9996936
24,r_010_p,#OuReformaOuQuebra,Issues,Opinion,,videos_tab,9,9,0,0.1111111111111111,0.1111111111111111,1.0,0.32771802,0.32771802,0.99975204
30,r_010_p,#OuReformaOuQuebra,Issues,Opinion,since_2019-03-22-until_2019-03-24,top_tab,9,9,0,0.3333333333333333,0.3333333333333333,1.0,0.30013752,0.30013752,0.99979115
31,r_010_p,#OuReformaOuQuebra,Issues,Opinion,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9998147,0.9998147,0.99981046
33,r_010_p,#OuReformaOuQuebra,Issues,Opinion,since_2019-03-22-until_2019-03-24,photos_tab,10,10,0,0.25,0.25,1.0,0.20049246,0.20049246,0.9997826
34,r_010_p,#OuReformaOuQuebra,Issues,Opinion,since_2019-03-22-until_2019-03-24,videos_tab,9,9,0,0.17647058823529413,0.17647058823529413,1.0,0.31364226,0.31364226,0.99971926
35,r_010_p,#OuReformaOuQuebra,Issues,Opinion,since_2019-03-24,top_tab,10,10,0,0.25,0.25,1.0,0.18820994,0.18820994,0.99971473
36,r_010_p,#OuReformaOuQuebra,Issues,Opinion,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99982184,0.99982184,0.9998178
38,r_010_p,#OuReformaOuQuebra,Issues,Opinion,since_2019-03-24,photos_tab,8,8,0,0.3333333333333333,0.3333333333333333,1.0,0.2904317,0.2904317,0.9996966
39,r_010_p,#OuReformaOuQuebra,Issues,Opinion,since_2019-03-24,videos_tab,6,6,2,0.42857142857142855,0.42857142857142855,0.8181818181818182,0.48445898,0.4877134,0.83350384
40,r_010_p,Nova Previdencia,Issues,Informative,,top_tab,10,9,5,0.05263157894736842,0.1111111111111111,0.8181818181818182,0.19354308,0.25871605,0.5827096
41,r_010_p,Nova Previdencia,Issues,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9996732,0.9996732,0.9996657
43,r_010_p,Nova Previdencia,Issues,Informative,,photos_tab,10,10,2,0.42857142857142855,0.25,0.6666666666666666,0.23043701,0.1819234,0.7936873
44,r_010_p,Nova Previdencia,Issues,Informative,,videos_tab,10,10,4,0.25,0.25,0.8181818181818182,0.20642672,0.18032819,0.68917644
45,r_010_p,Nova Previdencia,Issues,Informative,until_2019-03-22,top_tab,9,9,0,0.3333333333333333,0.3333333333333333,1.0,0.30211684,0.30211684,0.9997088
46,r_010_p,Nova Previdencia,Issues,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997856,0.9997856,0.9997807
48,r_010_p,Nova Previdencia,Issues,Informative,until_2019-03-22,photos_tab,10,10,0,0.25,0.25,1.0,0.23180704,0.23180704,0.9998292
49,r_010_p,Nova Previdencia,Issues,Informative,until_2019-03-22,videos_tab,9,10,4,0.25,0.25,0.8181818181818182,0.24717423,0.23583989,0.5240739
50,r_010_p,Nova Previdencia,Issues,Informative,since_2019-03-22-until_2019-03-24,top_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.17596091,0.17596091,0.99969035
51,r_010_p,Nova Previdencia,Issues,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99982387,0.99982387,0.9998198
53,r_010_p,Nova Previdencia,Issues,Informative,since_2019-03-22-until_2019-03-24,photos_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.28468037,0.28468037,0.9997286
54,r_010_p,Nova Previdencia,Issues,Informative,since_2019-03-22-until_2019-03-24,videos_tab,10,10,0,0.5384615384615384,0.5384615384615384,1.0,0.34204358,0.34204358,0.999822
55,r_010_p,Nova Previdencia,Issues,Informative,since_2019-03-24,top_tab,10,10,0,0.05263157894736842,0.05263157894736842,1.0,0.17370145,0.17370145,0.999723
56,r_010_p,Nova Previdencia,Issues,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9996732,0.9996732,0.9996657
58,r_010_p,Nova Previdencia,Issues,Informative,since_2019-03-24,photos_tab,10,10,0,0.5384615384615384,0.5384615384615384,1.0,0.2393929,0.2393929,0.9997768
59,r_010_p,Nova Previdencia,Issues,Informative,since_2019-03-24,videos_tab,8,8,2,0.25,0.25,0.8181818181818182,0.37455183,0.37753958,0.8495326
60,r_010_p,Prosul,Issues,Informative,,top_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.08268413,0.08268413,0.9997146
61,r_010_p,Prosul,Issues,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997577,0.9997577,0.99975216
63,r_010_p,Prosul,Issues,Informative,,photos_tab,8,8,0,0.6666666666666666,0.6666666666666666,1.0,0.15154265,0.15154265,0.9998424
64,r_010_p,Prosul,Issues,Informative,,videos_tab,8,7,2,0.5384615384615384,0.5384615384615384,1.0,0.30651215,0.36650518,0.8472925
65,r_010_p,Prosul,Issues,Informative,until_2019-03-22,top_tab,9,9,0,0.25,0.25,1.0,0.13383754,0.13383754,0.999859
66,r_010_p,Prosul,Issues,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99975467,0.99975467,0.99974906
68,r_010_p,Prosul,Issues,Informative,until_2019-03-22,photos_tab,9,9,0,0.6666666666666666,0.6666666666666666,1.0,0.26429132,0.26429132,0.99981767
70,r_010_p,Prosul,Issues,Informative,since_2019-03-22-until_2019-03-24,top_tab,10,10,0,0.3333333333333333,0.3333333333333333,1.0,0.19275296,0.19275296,0.9998284
71,r_010_p,Prosul,Issues,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99984,0.99984,0.9998364
73,r_010_p,Prosul,Issues,Informative,since_2019-03-22-until_2019-03-24,photos_tab,10,10,0,0.25,0.25,1.0,0.1591197,0.1591197,0.9997487
74,r_010_p,Prosul,Issues,Informative,since_2019-03-22-until_2019-03-24,videos_tab,8,8,1,0.6666666666666666,0.6666666666666666,0.8181818181818182,0.33963865,0.34405425,0.8985646
75,r_010_p,Prosul,Issues,Informative,since_2019-03-24,top_tab,8,8,0,0.3333333333333333,0.3333333333333333,1.0,0.078342944,0.078342944,0.9997146
76,r_010_p,Prosul,Issues,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997577,0.9997577,0.99975216
78,r_010_p,Prosul,Issues,Informative,since_2019-03-24,photos_tab,8,8,5,0.42857142857142855,0.42857142857142855,1.0,0.12198371,0.22049183,0.4204613
79,r_010_p,Prosul,Issues,Informative,since_2019-03-24,videos_tab,8,8,4,0.6666666666666666,0.5384615384615384,0.8181818181818182,0.24616653,0.28831643,0.56115484
80,r_010_p,#LutePelaSuaAposentadoria,Issues,Opinion,,top_tab,10,10,0,0.0,0.0,1.0,0.30914113,0.30914113,0.9997972
81,r_010_p,#LutePelaSuaAposentadoria,Issues,Opinion,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997193,0.9997193,0.99971294
83,r_010_p,#LutePelaSuaAposentadoria,Issues,Opinion,,photos_tab,9,9,0,0.1111111111111111,0.1111111111111111,1.0,0.32241437,0.32241437,0.99975425
84,r_010_p,#LutePelaSuaAposentadoria,Issues,Opinion,,videos_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.3066929,0.3066929,0.99978787
90,r_010_p,#LutePelaSuaAposentadoria,Issues,Opinion,since_2019-03-22-until_2019-03-24,top_tab,9,9,0,0.17647058823529413,0.17647058823529413,1.0,0.3124561,0.3124561,0.9998551
91,r_010_p,#LutePelaSuaAposentadoria,Issues,Opinion,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99973553,0.99973553,0.99972945
93,r_010_p,#LutePelaSuaAposentadoria,Issues,Opinion,since_2019-03-22-until_2019-03-24,photos_tab,9,9,0,0.17647058823529413,0.17647058823529413,1.0,0.35943112,0.35943112,0.99977076
94,r_010_p,#LutePelaSuaAposentadoria,Issues,Opinion,since_2019-03-22-until_2019-03-24,videos_tab,9,9,0,0.42857142857142855,0.42857142857142855,1.0,0.29830784,0.29830784,0.9998292
95,r_010_p,#LutePelaSuaAposentadoria,Issues,Opinion,since_2019-03-24,top_tab,10,10,5,0.1111111111111111,0.0,0.5384615384615384,0.24313235,0.24061878,0.6639658
96,r_010_p,#LutePelaSuaAposentadoria,Issues,Opinion,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997193,0.9997193,0.99971294
98,r_010_p,#LutePelaSuaAposentadoria,Issues,Opinion,since_2019-03-24,photos_tab,9,9,0,0.17647058823529413,0.17647058823529413,1.0,0.35278323,0.35278323,0.9998424
99,r_010_p,#LutePelaSuaAposentadoria,Issues,Opinion,since_2019-03-24,videos_tab,10,10,0,0.25,0.25,1.0,0.22812596,0.22812596,0.9998292
100,r_010_p,#LavaJato,Issues,Informative,,top_tab,10,8,6,0.25,0.3333333333333333,0.8181818181818182,0.24882832,0.40930742,0.44746283
101,r_010_p,#LavaJato,Issues,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99977374,0.99977374,0.99976856
103,r_010_p,#LavaJato,Issues,Informative,,photos_tab,9,9,0,0.3333333333333333,0.3333333333333333,1.0,0.27565348,0.27565348,0.9997158
104,r_010_p,#LavaJato,Issues,Informative,,videos_tab,6,8,2,0.42857142857142855,0.42857142857142855,1.0,0.5166431,0.35028106,0.74840456
105,r_010_p,#LavaJato,Issues,Informative,until_2019-03-22,top_tab,7,7,0,0.42857142857142855,0.42857142857142855,1.0,0.42854387,0.42854387,0.9997653
106,r_010_p,#LavaJato,Issues,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99981016,0.99981016,0.9998058
108,r_010_p,#LavaJato,Issues,Informative,until_2019-03-22,photos_tab,8,8,5,0.5384615384615384,0.42857142857142855,0.8181818181818182,0.275493,0.33988708,0.5115419
109,r_010_p,#LavaJato,Issues,Informative,until_2019-03-22,videos_tab,8,8,0,0.42857142857142855,0.42857142857142855,1.0,0.3534977,0.3534977,0.9997261
110,r_010_p,#LavaJato,Issues,Informative,since_2019-03-22-until_2019-03-24,top_tab,7,7,0,0.5384615384615384,0.5384615384615384,1.0,0.32863757,0.32863757,0.9997154
111,r_010_p,#LavaJato,Issues,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99979585,0.99979585,0.99979115
112,r_010_p,#LavaJato,Issues,Informative,since_2019-03-22-until_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.99994797,0.99994797,0.9999468
113,r_010_p,#LavaJato,Issues,Informative,since_2019-03-22-until_2019-03-24,photos_tab,9,9,6,0.25,0.3333333333333333,0.5384615384615384,0.29692018,0.29730237,0.26810133
114,r_010_p,#LavaJato,Issues,Informative,since_2019-03-22-until_2019-03-24,videos_tab,9,8,4,0.25,0.42857142857142855,0.5384615384615384,0.23684502,0.24163824,0.6626879
115,r_010_p,#LavaJato,Issues,Informative,since_2019-03-24,top_tab,10,10,0,0.25,0.25,1.0,0.22756585,0.22756585,0.99979335
116,r_010_p,#LavaJato,Issues,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99977374,0.99977374,0.99976856
117,r_010_p,#LavaJato,Issues,Informative,since_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.99994797,0.99994797,0.9999468
118,r_010_p,#LavaJato,Issues,Informative,since_2019-03-24,photos_tab,8,9,4,0.42857142857142855,0.3333333333333333,0.8181818181818182,0.33806047,0.23731062,0.32892415
119,r_010_p,#LavaJato,Issues,Informative,since_2019-03-24,videos_tab,8,8,0,0.42857142857142855,0.42857142857142855,1.0,0.35028106,0.35028106,0.9997162
120,r_010_p,#PergunteSobrePrevidencia,Issues,Informative,,top_tab,10,10,0,0.3333333333333333,0.3333333333333333,1.0,0.3374177,0.3374177,0.99980444
121,r_010_p,#PergunteSobrePrevidencia,Issues,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99969614,0.99969614,0.9996892
123,r_010_p,#PergunteSobrePrevidencia,Issues,Informative,,photos_tab,10,10,0,0.1111111111111111,0.1111111111111111,1.0,0.2615364,0.2615364,0.9997559
124,r_010_p,#PergunteSobrePrevidencia,Issues,Informative,,videos_tab,6,6,0,1.0,1.0,1.0,0.48239183,0.48239183,0.99974406
125,r_010_p,#PergunteSobrePrevidencia,Issues,Informative,until_2019-03-22,top_tab,8,8,0,0.42857142857142855,0.42857142857142855,1.0,0.41801003,0.41801003,0.99972945
126,r_010_p,#PergunteSobrePrevidencia,Issues,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99966884,0.99966884,0.9996612
130,r_010_p,#PergunteSobrePrevidencia,Issues,Informative,since_2019-03-22-until_2019-03-24,top_tab,10,10,0,0.25,0.25,1.0,0.31688166,0.31688166,0.99979115
131,r_010_p,#PergunteSobrePrevidencia,Issues,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997109,0.9997109,0.9997043
133,r_010_p,#PergunteSobrePrevidencia,Issues,Informative,since_2019-03-22-until_2019-03-24,photos_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.26491973,0.26491973,0.9997653
135,r_010_p,#PergunteSobrePrevidencia,Issues,Informative,since_2019-03-24,top_tab,7,7,0,0.3333333333333333,0.3333333333333333,1.0,0.47897086,0.47897086,0.99977136
136,r_010_p,#PergunteSobrePrevidencia,Issues,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99969614,0.99969614,0.9996892
140,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,,top_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.17213425,0.17213425,0.99971294
141,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99972737,0.99972737,0.99972117
143,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,,photos_tab,10,10,2,0.25,0.25,1.0,0.2032077,0.22702903,0.81487846
144,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,,videos_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.21744418,0.21744418,0.9997699
145,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,until_2019-03-22,top_tab,9,9,2,0.17647058823529413,0.17647058823529413,1.0,0.21113849,0.20317614,0.4547792
146,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99975383,0.99975383,0.9997482
148,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,until_2019-03-22,photos_tab,9,9,4,0.3333333333333333,0.25,0.6666666666666666,0.30916205,0.27539617,0.39043337
149,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,until_2019-03-22,videos_tab,10,10,0,0.25,0.25,1.0,0.23873177,0.23873177,0.9997512
150,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,since_2019-03-22-until_2019-03-24,top_tab,9,9,6,0.42857142857142855,0.42857142857142855,0.8181818181818182,0.29520923,0.3016522,0.32574514
151,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99979204,0.99979204,0.99978733
153,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,since_2019-03-22-until_2019-03-24,photos_tab,9,9,0,0.25,0.25,1.0,0.24796677,0.24796677,0.9997366
154,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,since_2019-03-22-until_2019-03-24,videos_tab,10,10,0,0.05263157894736842,0.05263157894736842,1.0,0.20437752,0.20437752,0.999816
155,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,since_2019-03-24,top_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.1483696,0.1483696,0.99971294
156,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99972737,0.99972737,0.99972117
158,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,since_2019-03-24,photos_tab,10,10,0,0.25,0.25,1.0,0.2072594,0.2072594,0.9997223
159,r_010_p,#EuApoioNovaPrevidencia,Issues,Opinion,since_2019-03-24,videos_tab,8,8,1,0.3333333333333333,0.25,0.8181818181818182,0.36717555,0.36352155,0.9309073
160,r_010_p,ARGEPLAN,Issues,Informative,,top_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.2138474,0.2138474,0.99972737
161,r_010_p,ARGEPLAN,Issues,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99970603,0.99970603,0.9996993
163,r_010_p,ARGEPLAN,Issues,Informative,,photos_tab,8,8,0,0.17647058823529413,0.17647058823529413,1.0,0.33161607,0.33161607,0.99968606
165,r_010_p,ARGEPLAN,Issues,Informative,until_2019-03-22,top_tab,9,9,0,0.25,0.25,1.0,0.27630177,0.27630177,0.9997048
166,r_010_p,ARGEPLAN,Issues,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99974763,0.99974763,0.99974185
168,r_010_p,ARGEPLAN,Issues,Informative,until_2019-03-22,photos_tab,9,9,3,0.42857142857142855,0.3333333333333333,0.8181818181818182,0.31708494,0.29104555,0.7348871
170,r_010_p,ARGEPLAN,Issues,Informative,since_2019-03-22-until_2019-03-24,top_tab,9,9,0,0.3333333333333333,0.3333333333333333,1.0,0.25292134,0.25292134,0.9997355
175,r_010_p,ARGEPLAN,Issues,Informative,since_2019-03-24,top_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.19097517,0.19097517,0.9997531
176,r_010_p,ARGEPLAN,Issues,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99970603,0.99970603,0.9996993
180,r_010_p,Lava-Jato,Issues,Informative,,top_tab,10,10,6,0.17647058823529413,0.25,0.6666666666666666,0.18124263,0.17970215,0.5401303
181,r_010_p,Lava-Jato,Issues,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997045,0.9997045,0.9996977
183,r_010_p,Lava-Jato,Issues,Informative,,photos_tab,8,8,0,0.42857142857142855,0.42857142857142855,1.0,0.105276674,0.105276674,0.9998314
184,r_010_p,Lava-Jato,Issues,Informative,,videos_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.12743467,0.12743467,0.9997509
185,r_010_p,Lava-Jato,Issues,Informative,until_2019-03-22,top_tab,9,9,0,0.5384615384615384,0.5384615384615384,1.0,0.19199343,0.19199343,0.99980444
186,r_010_p,Lava-Jato,Issues,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99974567,0.99974567,0.9997399
187,r_010_p,Lava-Jato,Issues,Informative,until_2019-03-22,people_tab,0,0,0,1.0,1.0,1.0,0.99994797,0.99994797,0.9999468
188,r_010_p,Lava-Jato,Issues,Informative,until_2019-03-22,photos_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.18774614,0.18774614,0.999827
189,r_010_p,Lava-Jato,Issues,Informative,until_2019-03-22,videos_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.18265943,0.18265943,0.99968815
190,r_010_p,Lava-Jato,Issues,Informative,since_2019-03-22-until_2019-03-24,top_tab,7,7,0,0.3333333333333333,0.3333333333333333,1.0,0.43371683,0.43371683,0.99981266
191,r_010_p,Lava-Jato,Issues,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997162,0.9997162,0.9997097
192,r_010_p,Lava-Jato,Issues,Informative,since_2019-03-22-until_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.99994797,0.99994797,0.9999468
193,r_010_p,Lava-Jato,Issues,Informative,since_2019-03-22-until_2019-03-24,photos_tab,10,10,0,0.05263157894736842,0.05263157894736842,1.0,0.20744699,0.20744699,0.9996628
194,r_010_p,Lava-Jato,Issues,Informative,since_2019-03-22-until_2019-03-24,videos_tab,10,10,4,0.6666666666666666,0.6666666666666666,1.0,0.22976503,0.21944769,0.6777207
195,r_010_p,Lava-Jato,Issues,Informative,since_2019-03-24,top_tab,9,9,5,0.25,0.25,0.8181818181818182,0.26720092,0.2621863,0.66018736
196,r_010_p,Lava-Jato,Issues,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997045,0.9997045,0.9996977
198,r_010_p,Lava-Jato,Issues,Informative,since_2019-03-24,photos_tab,8,8,0,0.25,0.25,1.0,0.18904103,0.18904103,0.99979943
199,r_010_p,Lava-Jato,Issues,Informative,since_2019-03-24,videos_tab,9,9,0,0.25,0.25,1.0,0.2293332,0.2293332,0.99970275
200,r_010_p,Marun,Politician,Informative,,top_tab,10,10,7,0.05263157894736842,0.05263157894736842,0.6666666666666666,0.06251538,0.039593607,0.16494924
201,r_010_p,Marun,Politician,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99974144,0.99974144,0.9997355
202,r_010_p,Marun,Politician,Informative,,people_tab,0,0,0,1.0,1.0,1.0,0.9996312,0.9996312,0.99962276
203,r_010_p,Marun,Politician,Informative,,photos_tab,10,10,4,0.05263157894736842,0.1111111111111111,0.8181818181818182,0.08144206,0.102371335,0.6113092
204,r_010_p,Marun,Politician,Informative,,videos_tab,9,7,7,0.25,0.5384615384615384,0.42857142857142855,0.0959461,0.16637866,0.37783137
205,r_010_p,Marun,Politician,Informative,until_2019-03-22,top_tab,10,10,0,0.1111111111111111,0.1111111111111111,1.0,0.10923272,0.10923272,0.9998722
206,r_010_p,Marun,Politician,Informative,until_2019-03-22,most_recent_tab,0,0,0,1.0,1.0,1.0,0.9997827,0.9997827,0.99977773
207,r_010_p,Marun,Politician,Informative,until_2019-03-22,people_tab,0,0,0,1.0,1.0,1.0,0.9996312,0.9996312,0.99962276
208,r_010_p,Marun,Politician,Informative,until_2019-03-22,photos_tab,8,8,0,0.42857142857142855,0.42857142857142855,1.0,0.23399915,0.23399915,0.99974906
209,r_010_p,Marun,Politician,Informative,until_2019-03-22,videos_tab,10,10,0,0.17647058823529413,0.17647058823529413,1.0,0.12898634,0.12898634,0.9998292
210,r_010_p,Marun,Politician,Informative,since_2019-03-22-until_2019-03-24,top_tab,9,9,0,0.3333333333333333,0.3333333333333333,1.0,0.23114717,0.23114717,0.99970794
211,r_010_p,Marun,Politician,Informative,since_2019-03-22-until_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99968386,0.99968386,0.99967664
212,r_010_p,Marun,Politician,Informative,since_2019-03-22-until_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.9996312,0.9996312,0.99962276
213,r_010_p,Marun,Politician,Informative,since_2019-03-22-until_2019-03-24,photos_tab,10,10,0,0.1111111111111111,0.1111111111111111,1.0,0.02131474,0.02131474,0.99985784
214,r_010_p,Marun,Politician,Informative,since_2019-03-22-until_2019-03-24,videos_tab,8,9,4,0.6666666666666666,0.6666666666666666,1.0,0.2593339,0.14487064,0.60609066
215,r_010_p,Marun,Politician,Informative,since_2019-03-24,top_tab,10,10,0,0.0,0.0,1.0,0.05561036,0.05561036,0.9998292
216,r_010_p,Marun,Politician,Informative,since_2019-03-24,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99974144,0.99974144,0.9997355
217,r_010_p,Marun,Politician,Informative,since_2019-03-24,people_tab,0,0,0,1.0,1.0,1.0,0.9996312,0.9996312,0.99962276
218,r_010_p,Marun,Politician,Informative,since_2019-03-24,photos_tab,10,9,2,0.17647058823529413,0.17647058823529413,1.0,0.08364251,0.098175704,0.7978921
219,r_010_p,Marun,Politician,Informative,since_2019-03-24,videos_tab,7,8,6,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.36803684,0.2865124,0.44567534
220,r_010_p,PMDB,Party,Informative,,top_tab,10,10,0,0.25,0.25,1.0,0.026835173,0.026835173,0.99978787
221,r_010_p,PMDB,Party,Informative,,most_recent_tab,0,0,0,1.0,1.0,1.0,0.99973035,0.99973035,0.99972415
